Title,Actors,Directors,Genre,IMDb_Rating,Plot,Poster_Image,Link
Age of Warriors,"['Seo In-seok', 'Kim Heung-ki', 'Park Yong-woo', 'Lee Deok-hwa', 'Kim Kap-soo']","['Shin Chang-suk', 'Kim Sung-geun', 'Yoon Chang-bum']",['Historical'],8.5,"This drama is set in a tumultuous time in Korean history, where warriors led by Jung Joong Bu, Lee Ui Bang, Lee Go and Chae Won rose in rebellion against King Ui Jong of Goryeo and his government, dominated by scholars and ministers, with the aim of establishing military rule.   This drama is set in a tumultuous time in Korean history, where warriors led by Jung Joong Bu, Lee Ui Bang, Lee Go and Chae Won rose in rebellion against King Ui Jong of Goryeo and his government, dominated by scholars and ministers, with the aim of establishing military rule. ",No image,https://en.wikipedia.org/wiki/Age_of_Warriors
Agency (South Korean TV series),"['Lee Bo-young', 'Son Na-eun', 'Jo Sung-ha', 'Han Joon-woo']",['Lee Chang-min'],['Workplace'],7.8,It follows a woman who became the first female executive in her group to make her way to the highest position.  It follows a woman who became the first female executive in her group to make her way to the highest position. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/Agency_TV_series.jpg/250px-Agency_TV_series.jpg,https://en.wikipedia.org/wiki/Agency_(South_Korean_TV_series)
Air City,"['Lee Jung-jae', 'Choi Ji-woo', 'Lee Jin-wook', 'Moon Jeong-hee']",['Im Tae-woo'],"['Romance', 'Drama', 'Action']",6.4,"An intense drama revolving around the security operations of Korea's main airport, with criminals of varying stripes trying to get in and out of the country.  An intense drama revolving around the security operations of Korea's main airport, with criminals of varying stripes trying to get in and out of the country. ",https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Air_City_drama.jpg/220px-Air_City_drama.jpg,https://en.wikipedia.org/wiki/Air_City
Alchemy of Souls,"['Lee Jae-wook', 'Jung So-min', 'Go Youn-jung', 'Hwang Min-hyun']",['Park Joon-hwa'],"['Fantasy', 'Romance', 'Period drama', 'Action']",8.7,"Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.   Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Alchemy_of_Souls.jpg/250px-Alchemy_of_Souls.jpg,https://en.wikipedia.org/wiki/Alchemy_of_Souls
Alice (South Korean TV series),"['Kim Hee-sun', 'Joo Won']",['Baek Soo-chan'],"['Science fiction', 'Romance']",7.1,The story of detective Park Jin Gyeom who comes to know about the existence of time travelers while investigating a mysterious murder case.  The story of detective Park Jin Gyeom who comes to know about the existence of time travelers while investigating a mysterious murder case. ,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Alice_2020.jpg/220px-Alice_2020.jpg,https://en.wikipedia.org/wiki/Alice_(South_Korean_TV_series)
All About Eve (South Korean TV series),"['Jang Dong-gun', 'Chae Rim', 'Han Jae-suk', 'Kim So-yeon']","['Lee Jin-suk', 'Han Chul-soo']","['Drama', 'Romance']",7.8,A story about two beautiful and yoing TV reporters who are competing for the top position at the network they work for.  A story about two beautiful and yoing TV reporters who are competing for the top position at the network they work for. ,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/All_About_Eve_drama_poster.jpeg/220px-All_About_Eve_drama_poster.jpeg,https://en.wikipedia.org/wiki/All_About_Eve_(South_Korean_TV_series)
All About My Mom,"['Eugene', 'Lee Sang-woo']",['Lee Gun-joon'],"['Melodrama', 'Family']",7.8,"A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun.  A comedy-drama about a bereaved mother, an overwrought actress, her jealous lover, and a pregnant nun. ",https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/All_About_My_Mom_%28%EB%B6%80%ED%83%81%ED%95%B4%EC%9A%94%2C_%EC%97%84%EB%A7%88%29_Promotional_poster.jpg/220px-All_About_My_Mom_%28%EB%B6%80%ED%83%81%ED%95%B4%EC%9A%94%2C_%EC%97%84%EB%A7%88%29_Promotional_poster.jpg,https://en.wikipedia.org/wiki/All_About_My_Mom
All About My Romance,"['Shin Ha-kyun', 'Lee Min-jung', 'Park Hee-soon', 'Han Chae-ah']",['Son Jung-hyun'],"['Romantic comedy', 'Political']",7,A conservative government party member falls for the fiesty young leader of an upstart liberal party in this Korean romantic comedy.  A conservative government party member falls for the fiesty young leader of an upstart liberal party in this Korean romantic comedy. ,https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/All_About_My_Love-poster.jpg/220px-All_About_My_Love-poster.jpg,https://en.wikipedia.org/wiki/All_About_My_Romance
All In (TV series),"['Lee Byung-hun', 'Song Hye-kyo', 'Ji Sung', 'Park Sol-mi']","['Yoo Chul-yong', 'Kang Shin-hyo']","['Action', 'Romance', 'Drama']",7.8,"As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling.  As a kid, all Kim In Ha ever did was follow his uncle around and help him cheat in gambling. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/All_in_drama.jpg/220px-All_in_drama.jpg,https://en.wikipedia.org/wiki/All_In_(TV_series)
All My Love for You (TV series),"['Kim Kap-soo', 'Park Mi-sun', 'Jo Kwon', 'Ga-in', 'Yoon Doo-joon', 'Jun Tae-soo', 'Yoon Seung-ah']","['Kang Young-sun', 'Hwang Gyo-jin']",['Sitcom'],6.7,"The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish.   The story of the relationship between two families, based on the traditional Korean Cinderella folktale about Kongji and Patji. The Kongji family is poor but kind, while the Patji family is rich but selfish. ",https://upload.wikimedia.org/wikipedia/en/thumb/0/08/All_My_Love_Promotional_Poster.jpg/220px-All_My_Love_Promotional_Poster.jpg,https://en.wikipedia.org/wiki/All_My_Love_for_You_(TV_series)
All of Us Are Dead,"['Park Ji-hu', 'Yoon Chan-young', 'Cho Yi-hyun', 'Lomon']","['Lee Jae-kyoo', 'Kim Nam-su']","['Coming-of-age', 'Horror', 'Zombie apocalypse']",7.6,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected.  A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out or turn into one of the rabid infected. ,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/All_of_Us_Are_Dead.jpeg/250px-All_of_Us_Are_Dead.jpeg,https://en.wikipedia.org/wiki/All_of_Us_Are_Dead
All That We Loved,"['Sehun', 'Jo Joon-young', 'Jang Yeo-bin']",['Kim Jin-sung'],"['Teen drama', 'Comedy', 'Romance']",7.1,"Depicts the solid friendship and sincere love story of 18-year-old youths who cannot give up love or friendship. The drama deals with the unique subject of cellular memory, which hypothesizes that memory is transferred to organ recipients.   Depicts the solid friendship and sincere love story of 18-year-old youths who cannot give up love or friendship. The drama deals with the unique subject of cellular memory, which hypothesizes that memory is transferred to organ recipients. ",https://upload.wikimedia.org/wikipedia/en/thumb/4/41/All_That_We_Loved_poster.png/250px-All_That_We_Loved_poster.png,https://en.wikipedia.org/wiki/All_That_We_Loved
Alone in Love,"['Kam Woo-sung', 'Son Ye-jin', 'Gong Hyung-jin', 'Lee Ha-na']",['Han Ji-seung'],"['Romance', 'Melodrama']",8.5,"Lee Dong-Jin and Yoo Eun-Ho got divorced 2 years ago, but somehow they keep meeting each other for some odd reason.  Lee Dong-Jin and Yoo Eun-Ho got divorced 2 years ago, but somehow they keep meeting each other for some odd reason. ",https://upload.wikimedia.org/wikipedia/en/thumb/e/ee/Alone_in_Love-poster.jpg/220px-Alone_in_Love-poster.jpg,https://en.wikipedia.org/wiki/Alone_in_Love
Amanza,"['Ji Soo', 'Lee Seol', 'Oh Hyun-kyung', 'Yoo Seung-mok', 'Lee Jong-won']","['Kim Dong-ha (live-action)', 'Han Ji-won (animation)']","['Drama', 'Fantasy']",8.3,"""Amanza"" is about the life of a 26 year old young man who finds out he has cancer.  ""Amanza"" is about the life of a 26 year old young man who finds out he has cancer. ",https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Amanza_2020.jpg/220px-Amanza_2020.jpg,https://en.wikipedia.org/wiki/Amanza
Amor Fati (TV series),"['Choi Jung-yoon', 'Ahn Jae-mo', 'Bae Seul-ki', 'Yoon Mi-ra']",['Bae Tae-seop'],"['Romance', 'Melodrama']",4.3,"About a woman whose family is everything, and another woman whose success is everything, and the fierce battle between the two who jumped into the second act race of their lives and how they renewed their lives as they rise up again.   About a woman whose family is everything, and another woman whose success is everything, and the fierce battle between the two who jumped into the second act race of their lives and how they renewed their lives as they rise up again. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/Amor_Fati_TV_series.jpg/220px-Amor_Fati_TV_series.jpg,https://en.wikipedia.org/wiki/Amor_Fati_(TV_series)
Andante (TV series),"['Kim Jong-in', 'Baek Chul-min', 'Lee Ye-hyun', 'Kim Jin-kyung']",['Park Ki-ho'],"['Coming-of-age', 'Teen drama', 'Romance']",6.7,Moving to a new school is easy for a computer genius who skips school. But things change.  Moving to a new school is easy for a computer genius who skips school. But things change. ,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Andante_poster.jpg/220px-Andante_poster.jpg,https://en.wikipedia.org/wiki/Andante_(TV_series)
Angel Eyes (TV series),"['Lee Sang-yoon', 'Koo Hye-sun']",['Park Shin-woo'],"['Melodrama', 'Medical', 'Romance', 'Family']",7.3,"EMT Yoon Soo-wan, who had been blind, and successful surgeon Park Dong-joo were each other's first loves, but were forced to separate due to painful family circumstances. They cross paths twelve years later, but Soo-wan engaged to another.   EMT Yoon Soo-wan, who had been blind, and successful surgeon Park Dong-joo were each other's first loves, but were forced to separate due to painful family circumstances. They cross paths twelve years later, but Soo-wan engaged to another. ",https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Angel_Eyes.jpg/220px-Angel_Eyes.jpg,https://en.wikipedia.org/wiki/Angel_Eyes_(TV_series)
Angel's Last Mission: Love,"['Shin Hye-sun', 'Kim Myung-soo', 'Lee Dong-gun', 'Kim Bo-mi', 'Do Ji-won', 'Kim In-kwon']",['Lee Jung-sub'],"['Romance', 'Fantasy']",7.7,"Dan is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina Lee Yun Seo, but ends up falling for her himself.   Dan is a care-free angel who always gets into trouble. In order to return to heaven, he is tasked with a mission to find true love for a cold and single-minded ballerina Lee Yun Seo, but ends up falling for her himself. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Angel_s_Last_Mission%2C_Love.jpg/220px-Angel_s_Last_Mission%2C_Love.jpg,https://en.wikipedia.org/wiki/Angel%27s_Last_Mission:_Love
Angel's Revenge (TV series),"['Yoon So-yi', 'Park Jung-chul', 'Moon Bo-ryung', 'Kwon Yul']",['Eo Soo-seon'],"['Melodrama', 'Romance', 'Revenge', 'Family']",6.1,"a very young girls trio escapes from a convent to meet boys on a disco. A pretty young nun go after them, entered disguised at disco and when she finds the missed sheep being forced for a boy, she don't hesitates and with a jump, lands her feet over the chest of the poor boy. If ... Read all   a very young girls trio escapes from a convent to meet boys on a disco. A pretty young nun go after them, entered disguised at disco and when she finds the missed sheep being forced for a boy, she don't hesitates and with a jump, lands her feet over the chest of the poor boy. If ... Read all Read all  ",https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/KBS2_Angel%27s_Revenge.jpg/220px-KBS2_Angel%27s_Revenge.jpg,https://en.wikipedia.org/wiki/Angel%27s_Revenge_(TV_series)
Angry Mom,"['Kim Hee-sun', 'Kim Yoo-jung', 'Ji Hyun-woo']",['Choi Byung-gil'],"['Family', 'Melodrama', 'Teen']",7.4,"When Jo Kang Ja learns that her daughter is being intimidated by some classmates, she decides to enroll in high school as an undercover student to teach the bullies a lesson.  When Jo Kang Ja learns that her daughter is being intimidated by some classmates, she decides to enroll in high school as an undercover student to teach the bullies a lesson. ",https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Angry_Mom_Poster.jpg/220px-Angry_Mom_Poster.jpg,https://en.wikipedia.org/wiki/Angry_Mom
Anna (South Korean TV series),"['Bae Suzy', 'Jung Eun-chae', 'Kim Jun-han', 'Park Ye-young']",['Lee Zoo-young'],['Psychological thriller'],7.5,Woman's petty lie spins her life in an entirely unforeseen direction. She finds herself living someone else's life in this unpredictable tale.  Woman's petty lie spins her life in an entirely unforeseen direction. She finds herself living someone else's life in this unpredictable tale. ,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Anna_%28South_Korean_TV_series%29.jpg/250px-Anna_%28South_Korean_TV_series%29.jpg,https://en.wikipedia.org/wiki/Anna_(South_Korean_TV_series)
Another Miss Oh,"['Eric Mun', 'Seo Hyun-jin', 'Jeon Hye-bin']","['Song Hyun-wook', 'Lee Jong-jae']","['Romance', 'Comedy', 'Drama']",7.8,"A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future.  A romantic television series about two women who not only share the same name Oh Hae Young but they also share a destiny with the same man, Park Do Kyung, who can see the future. ",https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Another_Oh_Hae-young_poster.jpeg/220px-Another_Oh_Hae-young_poster.jpeg,https://en.wikipedia.org/wiki/Another_Miss_Oh
Apgujeong Midnight Sun,"['Park Ha-na', 'Kang Eun-tak']","['Bae Han-chun', 'Choi Joon-bae']","['Melodrama', 'Romance', 'Family', 'Revenge']",8.6,The lives of cable TV employees become intertwined as they enter romantic and combative relationships with one another.  The lives of cable TV employees become intertwined as they enter romantic and combative relationships with one another. ,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Apgujeong_Midnight_Sun_poster.jpg/220px-Apgujeong_Midnight_Sun_poster.jpg,https://en.wikipedia.org/wiki/Apgujeong_Midnight_Sun
Arang and the Magistrate,"['Lee Joon-gi', 'Shin Min-a', 'Yeon Woo-jin']","['Kim Sang-ho', 'Jung Dae-yoon']","['Fantasy', 'Horror', 'Period drama', 'Romance']",7.3,"Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and how she died.   Lee Eun Oh, a noble's son, arrives at a small village in search of his missing mother. There, Arang, the ghost of a young woman that lost her memories of her past life, asks him to help her to figure out her identity and how she died. ",https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Arang_and_the_Magistrate-poster.jpg/220px-Arang_and_the_Magistrate-poster.jpg,https://en.wikipedia.org/wiki/Arang_and_the_Magistrate
